transaction_amount,category,vendor_category,daily_tx_count,wallet_balance_pct,monthly_budget_used_pct,category_budget_used_pct,days_elapsed_in_month,spend_velocity,days_remaining_budget,is_weekend,hour_of_day,expenditure_level,duration_risk,behaviour_class
904,Study,Pharmacy,4,68.6,51.9,98.9,26,2682.0,7.8,0,13,Medium,Warning,Survival
2832,Entertainment,Stationery,4,74.6,44.9,144.0,15,3991.0,8.0,1,13,Low,Warning,Lifestyle
4694,Entertainment,Stationery,9,27.2,82.2,101.3,25,3954.0,3.8,1,8,Medium,Critical,Survival
1163,Entertainment,Stationery,6,40.3,103.0,133.7,15,1738.0,14.6,0,21,High,Safe,Lifestyle
2434,Study,Snack_Bar,8,19.0,64.6,87.9,27,2264.0,2.9,0,15,Medium,Critical,Survival
2241,Food,Bookshop,8,53.0,85.6,97.8,20,3666.0,8.1,1,8,High,Warning,Lifestyle
2028,Transport,Pharmacy,7,48.3,96.0,19.8,30,823.0,14.5,1,14,High,Safe,Lifestyle
2308,Food,Canteen,3,99.7,125.3,28.7,21,2083.0,28.7,1,13,High,Safe,Lifestyle
4268,Transport,Canteen,10,63.1,29.8,91.2,15,1822.0,28.9,0,13,Low,Safe,Survival
1138,Entertainment,Bookshop,1,79.7,129.7,65.4,3,1532.0,22.3,1,13,High,Safe,Lifestyle
1006,Food,Stationery,5,36.7,57.1,121.8,12,3980.0,11.7,1,12,Medium,Safe,Lifestyle
1663,Entertainment,Stationery,10,84.0,96.8,86.0,27,3067.0,26.0,0,19,High,Safe,Lifestyle
3615,Other,Stationery,10,63.4,78.7,133.5,6,1861.0,26.3,1,22,Medium,Safe,Lifestyle
210,Entertainment,Stationery,2,71.2,68.4,146.1,20,3402.0,27.3,0,17,Medium,Safe,Lifestyle
2068,Entertainment,Stationery,10,33.0,93.8,30.7,5,2214.0,19.2,1,10,High,Safe,Lifestyle
1084,Transport,Bookshop,2,57.1,57.5,65.3,11,3555.0,6.1,0,7,Medium,Warning,Survival
3764,Other,Snack_Bar,7,65.2,25.1,103.1,23,1432.0,2.7,0,20,Low,Critical,Survival
1589,Entertainment,Pharmacy,11,61.0,68.7,52.8,12,1283.0,27.4,0,16,Medium,Safe,Survival
3601,Entertainment,Stationery,3,91.9,72.6,47.4,7,1366.0,1.7,0,20,Medium,Critical,Survival
4521,Other,Snack_Bar,8,90.3,34.2,123.9,9,2385.0,8.9,0,18,Low,Warning,Lifestyle
1024,Other,Canteen,9,97.2,122.3,147.3,18,1520.0,14.6,1,17,High,Safe,Lifestyle
2465,Food,Bookshop,8,68.4,37.3,118.3,14,1015.0,0.7,0,20,Low,Critical,Lifestyle
1136,Transport,Snack_Bar,6,97.3,59.1,83.3,4,3981.0,27.2,1,17,Medium,Safe,Survival
3000,Other,Stationery,5,84.1,28.6,72.0,8,3652.0,8.6,0,9,Low,Warning,Survival
2753,Other,Stationery,3,30.7,74.3,85.6,16,2723.0,0.9,1,16,Medium,Critical,Survival
4045,Study,Stationery,3,45.6,46.9,74.8,4,3620.0,29.8,1,20,Low,Safe,Survival
1996,Other,Snack_Bar,7,27.6,68.7,80.4,28,3774.0,9.3,1,10,Medium,Warning,Survival
253,Transport,Stationery,5,5.4,37.0,38.5,19,2866.0,26.3,0,10,Low,Safe,Leakage
926,Entertainment,Snack_Bar,6,22.9,16.5,136.5,30,2315.0,13.6,1,15,Low,Safe,Lifestyle
2936,Entertainment,Stationery,6,5.4,103.5,115.6,26,3587.0,19.9,1,15,High,Safe,Lifestyle
3370,Entertainment,Canteen,9,73.4,86.9,105.3,6,2487.0,7.2,0,11,High,Warning,Lifestyle
2113,Entertainment,Canteen,1,45.4,50.9,143.0,19,944.0,15.1,1,11,Medium,Safe,Lifestyle
1796,Study,Pharmacy,8,34.7,15.7,49.8,15,1784.0,7.7,1,11,Low,Warning,Survival
2114,Other,Stationery,10,77.4,113.9,21.4,12,2061.0,28.5,0,12,High,Safe,Lifestyle
2666,Entertainment,Stationery,5,84.1,30.4,125.7,30,3774.0,1.8,0,9,Low,Critical,Lifestyle
2937,Food,Snack_Bar,6,97.7,121.7,149.8,12,2807.0,8.2,0,19,High,Warning,Lifestyle
1049,Entertainment,Snack_Bar,6,66.0,67.4,91.0,2,3563.0,26.8,0,16,Medium,Safe,Survival
2309,Other,Stationery,1,48.8,50.8,18.2,9,3152.0,14.4,1,12,Medium,Safe,Survival
202,Entertainment,Pharmacy,3,34.0,99.0,119.3,3,1585.0,18.0,1,7,High,Safe,Lifestyle
4455,Study,Stationery,6,26.1,115.2,20.3,1,3015.0,19.6,0,7,High,Safe,Lifestyle
4269,Transport,Snack_Bar,11,25.2,54.5,85.6,14,1184.0,2.1,1,12,Medium,Critical,Survival
1092,Transport,Stationery,11,43.9,58.9,48.9,28,1929.0,0.5,1,16,Medium,Critical,Survival
2230,Other,Snack_Bar,9,99.2,62.0,138.1,28,3321.0,28.1,0,12,Medium,Safe,Lifestyle
3360,Transport,Stationery,6,5.1,120.7,73.2,13,2642.0,8.1,1,10,High,Warning,Lifestyle
2576,Transport,Bookshop,6,23.7,93.1,135.8,29,3389.0,11.4,1,7,High,Safe,Lifestyle
4875,Food,Snack_Bar,1,22.9,39.7,51.9,25,1391.0,20.5,0,19,Low,Safe,Survival
2133,Other,Pharmacy,9,73.1,32.2,64.2,5,3124.0,7.1,1,12,Low,Warning,Survival
1580,Other,Bookshop,4,38.5,37.6,142.6,7,1208.0,22.0,0,15,Low,Safe,Lifestyle
3881,Transport,Stationery,2,48.4,41.6,38.2,14,2409.0,13.7,1,13,Low,Safe,Survival
1490,Transport,Snack_Bar,1,19.1,37.6,91.0,16,2017.0,25.7,1,21,Low,Safe,Survival
1840,Transport,Bookshop,3,43.5,89.0,64.4,18,2448.0,8.4,0,19,High,Warning,Lifestyle
2882,Study,Pharmacy,3,14.8,23.9,118.4,14,974.0,6.1,1,14,Low,Warning,Lifestyle
1187,Entertainment,Snack_Bar,5,55.6,56.5,28.1,1,1764.0,25.0,0,11,Medium,Safe,Survival
1418,Study,Bookshop,1,14.3,85.0,71.2,6,2834.0,9.8,0,12,Medium,Warning,Survival
1555,Other,Bookshop,7,80.1,44.9,107.9,29,2455.0,12.4,0,14,Low,Safe,Survival
4465,Food,Bookshop,1,58.8,17.8,67.0,21,2421.0,23.8,1,12,Low,Safe,Survival
4816,Entertainment,Canteen,4,73.8,19.8,18.2,10,2288.0,19.1,1,14,Low,Safe,Survival
4335,Food,Stationery,6,44.8,25.1,108.7,6,3804.0,13.3,0,12,Low,Safe,Survival
1760,Other,Snack_Bar,1,41.2,110.3,80.4,2,3771.0,7.5,0,17,High,Warning,Lifestyle
1618,Other,Snack_Bar,7,14.3,88.9,11.6,7,1761.0,22.9,0,22,High,Safe,Lifestyle
1154,Food,Snack_Bar,10,54.8,17.7,95.8,17,1732.0,5.4,1,17,Low,Warning,Survival
1183,Food,Bookshop,7,53.9,56.9,138.8,27,2442.0,27.8,0,10,Medium,Safe,Lifestyle
1174,Food,Stationery,3,49.5,43.4,25.5,24,835.0,4.5,1,10,Low,Warning,Survival
4333,Other,Pharmacy,4,75.3,79.4,92.7,14,1561.0,24.1,0,10,Medium,Safe,Survival
4172,Transport,Snack_Bar,6,84.1,72.7,112.0,23,1308.0,12.7,1,12,Medium,Safe,Survival
1113,Food,Stationery,11,76.3,67.7,19.9,7,1282.0,5.6,1,8,Medium,Warning,Survival
4749,Entertainment,Stationery,7,18.7,47.7,13.2,22,2735.0,12.1,1,6,Low,Safe,Survival
236,Other,Canteen,4,64.1,26.5,75.0,26,1845.0,6.6,1,11,Low,Warning,Survival
3587,Study,Snack_Bar,10,12.6,99.1,120.8,21,1099.0,4.1,1,12,High,Warning,Lifestyle
1911,Study,Bookshop,11,71.0,115.6,32.5,9,3607.0,7.2,1,13,High,Warning,Lifestyle
3220,Entertainment,Stationery,9,41.3,123.3,127.1,19,3560.0,26.0,0,19,High,Safe,Lifestyle
995,Transport,Stationery,9,17.6,17.0,101.9,30,3519.0,3.2,0,20,Low,Critical,Survival
4236,Food,Pharmacy,9,86.9,98.8,56.5,25,1868.0,29.2,0,12,High,Safe,Lifestyle
4888,Other,Canteen,10,63.3,97.2,82.2,21,699.0,0.1,1,12,High,Critical,Lifestyle
3311,Food,Stationery,6,38.7,123.7,145.2,24,874.0,19.7,1,6,High,Safe,Lifestyle
1524,Other,Stationery,2,7.9,40.3,40.3,11,1466.0,25.7,1,14,Low,Safe,Survival
517,Study,Bookshop,2,56.0,99.1,79.9,3,1270.0,28.0,0,12,High,Safe,Lifestyle
2596,Food,Bookshop,11,92.7,16.6,97.4,23,3559.0,4.3,1,12,Low,Warning,Survival
2362,Entertainment,Pharmacy,4,61.7,85.7,29.3,26,3952.0,20.9,0,19,High,Safe,Lifestyle
2945,Transport,Pharmacy,9,97.3,52.1,16.1,4,3358.0,3.2,0,20,Medium,Critical,Survival
1791,Entertainment,Pharmacy,3,18.0,102.3,11.9,5,3054.0,10.6,0,15,High,Safe,Lifestyle
3311,Transport,Bookshop,6,59.0,113.6,55.5,4,2560.0,22.0,1,8,High,Safe,Lifestyle
4130,Food,Bookshop,2,80.8,53.8,20.4,13,3195.0,10.4,0,16,Medium,Safe,Survival
2196,Food,Canteen,1,54.9,73.1,122.5,9,3815.0,9.4,0,6,Medium,Warning,Lifestyle
1512,Transport,Snack_Bar,5,13.7,24.1,149.6,28,2605.0,3.5,1,7,Low,Critical,Lifestyle
1485,Study,Snack_Bar,8,60.4,60.0,18.6,23,1041.0,2.0,0,21,Medium,Critical,Survival
4511,Other,Canteen,10,63.1,53.3,70.6,14,1074.0,3.5,0,8,Medium,Critical,Survival
2583,Entertainment,Snack_Bar,10,74.2,32.0,13.6,16,2544.0,26.3,0,22,Low,Safe,Survival
3439,Entertainment,Bookshop,2,77.3,117.3,28.8,22,1667.0,0.3,1,8,High,Critical,Lifestyle
2339,Entertainment,Snack_Bar,10,78.2,27.8,55.2,6,3686.0,20.8,1,16,Low,Safe,Survival
1904,Food,Bookshop,9,68.0,86.3,65.1,27,2641.0,23.1,1,9,High,Safe,Lifestyle
562,Entertainment,Canteen,8,25.5,116.8,141.6,10,2868.0,17.0,1,12,High,Safe,Leakage
2804,Other,Pharmacy,3,43.4,119.4,65.4,23,520.0,21.9,0,21,High,Safe,Lifestyle
1916,Other,Canteen,1,78.7,105.2,79.5,21,2246.0,19.6,1,22,High,Safe,Lifestyle
4651,Transport,Snack_Bar,4,95.6,31.1,44.4,26,2009.0,13.7,1,16,Low,Safe,Survival
4486,Food,Bookshop,8,12.5,108.1,10.0,13,2971.0,11.5,0,9,High,Safe,Lifestyle
3938,Other,Snack_Bar,3,55.9,43.2,135.9,30,1839.0,28.2,0,8,Low,Safe,Lifestyle
2669,Study,Snack_Bar,10,34.7,120.7,21.4,3,3918.0,29.2,1,21,High,Safe,Lifestyle
4995,Food,Pharmacy,2,26.4,95.1,145.0,27,2846.0,19.5,0,7,High,Safe,Lifestyle
756,Food,Snack_Bar,7,53.1,104.2,28.3,11,2810.0,5.9,0,10,High,Warning,Leakage
1025,Other,Pharmacy,4,62.6,20.2,94.7,3,3718.0,13.4,1,8,Low,Safe,Survival
3008,Study,Bookshop,6,5.9,79.9,149.9,7,3983.0,14.9,1,7,Medium,Safe,Lifestyle
4721,Transport,Bookshop,5,79.1,108.5,29.4,27,1192.0,22.7,0,7,High,Safe,Lifestyle
2919,Other,Pharmacy,2,82.9,113.4,69.4,30,3337.0,20.0,0,7,High,Safe,Lifestyle
3708,Study,Canteen,10,96.7,13.4,119.3,10,1068.0,15.4,1,21,Low,Safe,Lifestyle
3941,Food,Bookshop,2,22.2,122.7,14.5,1,2100.0,20.4,1,6,High,Safe,Lifestyle
1774,Study,Canteen,9,61.5,15.2,106.6,4,851.0,0.7,1,14,Low,Critical,Survival
4198,Food,Bookshop,11,45.5,83.7,21.3,26,2682.0,23.3,0,14,Medium,Safe,Survival
2329,Other,Bookshop,10,36.8,93.2,43.1,30,2140.0,6.3,0,16,High,Warning,Lifestyle
2603,Other,Stationery,2,58.7,22.9,32.4,8,2700.0,19.7,0,6,Low,Safe,Survival
3529,Entertainment,Snack_Bar,8,79.3,15.8,137.0,20,2873.0,3.4,1,22,Low,Critical,Lifestyle
788,Entertainment,Snack_Bar,8,7.2,104.2,35.3,17,2668.0,3.4,1,11,High,Critical,Leakage
2212,Entertainment,Canteen,1,97.1,56.2,15.7,5,1529.0,1.1,1,6,Medium,Critical,Survival
1747,Other,Snack_Bar,1,81.9,22.9,92.3,17,3429.0,27.3,1,14,Low,Safe,Survival
494,Transport,Canteen,4,76.4,101.5,58.5,9,2431.0,18.1,1,6,High,Safe,Lifestyle
2185,Other,Bookshop,2,77.2,111.9,66.8,8,2214.0,10.9,0,9,High,Safe,Lifestyle
3317,Study,Stationery,1,42.0,80.5,26.7,30,3955.0,23.6,0,22,Medium,Safe,Survival
1890,Other,Stationery,9,76.4,29.3,114.8,7,1492.0,18.8,0,19,Low,Safe,Survival
1336,Other,Bookshop,3,41.7,11.8,94.2,5,2348.0,18.6,0,12,Low,Safe,Survival
2264,Food,Pharmacy,1,90.4,94.1,61.0,4,2888.0,14.6,0,14,High,Safe,Lifestyle
4655,Food,Pharmacy,2,21.8,76.0,34.0,23,938.0,0.2,0,14,Medium,Critical,Survival
4995,Food,Snack_Bar,8,32.8,88.1,93.1,3,1740.0,7.8,1,20,High,Warning,Lifestyle
4743,Other,Canteen,5,57.4,107.6,119.0,8,3306.0,3.3,1,16,High,Critical,Lifestyle
4970,Transport,Stationery,11,35.3,62.1,53.7,5,1329.0,19.9,1,12,Medium,Safe,Survival
1207,Study,Snack_Bar,7,45.3,24.9,13.6,5,2227.0,7.5,1,11,Low,Warning,Survival
2714,Study,Bookshop,6,51.8,122.8,40.0,17,2707.0,13.5,0,14,High,Safe,Lifestyle
3726,Transport,Stationery,1,86.4,75.4,105.5,29,2849.0,10.6,0,9,Medium,Safe,Survival
4881,Transport,Canteen,6,54.7,83.8,148.5,15,3049.0,4.3,0,22,Medium,Warning,Lifestyle
1447,Study,Canteen,11,39.4,122.0,11.9,26,3531.0,28.8,1,11,High,Safe,Lifestyle
4102,Entertainment,Pharmacy,7,28.5,121.8,52.9,27,1875.0,28.0,1,22,High,Safe,Lifestyle
1635,Food,Snack_Bar,4,43.8,78.7,18.7,8,2973.0,2.5,1,19,Medium,Critical,Survival
771,Food,Bookshop,8,54.0,45.7,54.3,7,3063.0,24.8,0,10,Low,Safe,Leakage
2582,Study,Stationery,8,75.9,129.7,66.8,17,1551.0,14.7,0,13,High,Safe,Lifestyle
1445,Transport,Canteen,7,16.5,91.7,138.9,12,3889.0,23.2,1,15,High,Safe,Lifestyle
2284,Entertainment,Stationery,11,26.1,59.0,21.3,28,3528.0,4.5,1,16,Medium,Warning,Survival
477,Study,Bookshop,2,41.1,77.2,118.8,4,1515.0,4.0,1,8,Medium,Critical,Lifestyle
2087,Food,Stationery,6,39.2,59.9,65.4,20,2863.0,26.7,1,7,Medium,Safe,Survival
4779,Other,Snack_Bar,6,42.2,116.6,123.6,28,3012.0,26.9,1,19,High,Safe,Lifestyle
1465,Transport,Pharmacy,7,80.4,67.9,81.9,25,2010.0,14.0,1,9,Medium,Safe,Survival
1240,Other,Stationery,6,35.8,108.8,15.5,26,3523.0,26.1,0,22,High,Safe,Lifestyle
1117,Study,Pharmacy,2,52.7,110.8,142.5,18,2916.0,20.0,1,22,High,Safe,Lifestyle
1085,Food,Bookshop,8,64.3,108.9,21.6,4,2804.0,5.6,0,14,High,Warning,Lifestyle
2952,Entertainment,Pharmacy,4,27.1,96.7,93.7,10,1273.0,9.9,0,14,High,Warning,Lifestyle
221,Other,Stationery,9,73.3,112.6,132.9,3,1927.0,4.1,1,8,High,Warning,Leakage
4769,Entertainment,Stationery,8,57.0,56.5,21.2,26,2019.0,23.2,0,9,Medium,Safe,Survival
3391,Food,Canteen,3,47.4,23.8,87.5,5,3068.0,29.6,1,7,Low,Safe,Survival
2553,Other,Stationery,3,81.9,111.1,125.4,12,2664.0,16.4,1,19,High,Safe,Lifestyle
4999,Entertainment,Pharmacy,8,28.1,69.8,148.1,23,801.0,19.7,1,13,Medium,Safe,Lifestyle
886,Entertainment,Canteen,2,88.9,25.3,111.4,5,1577.0,22.4,1,9,Low,Safe,Survival
484,Other,Stationery,9,58.3,23.8,49.0,5,2156.0,6.7,0,13,Low,Warning,Leakage
3947,Food,Stationery,4,62.9,29.1,107.9,4,3079.0,10.1,0,12,Low,Safe,Survival
962,Entertainment,Bookshop,6,88.1,100.1,108.8,30,3102.0,12.4,1,20,High,Safe,Lifestyle
2628,Study,Canteen,3,82.7,95.3,108.0,25,2217.0,17.8,0,20,High,Safe,Lifestyle
2707,Other,Bookshop,3,62.1,34.5,129.6,6,909.0,25.5,1,7,Low,Safe,Lifestyle
228,Transport,Bookshop,3,76.6,111.6,22.2,10,1525.0,7.6,1,9,High,Warning,Lifestyle
1106,Transport,Bookshop,11,46.2,43.8,25.2,6,1391.0,14.1,1,14,Low,Safe,Survival
3304,Food,Snack_Bar,10,57.0,105.2,99.7,27,3234.0,22.5,1,12,High,Safe,Lifestyle
4199,Study,Bookshop,2,10.9,68.7,143.5,22,1130.0,2.6,1,17,Medium,Critical,Lifestyle
3194,Entertainment,Pharmacy,8,13.5,97.8,75.2,22,2127.0,15.4,0,19,High,Safe,Lifestyle
2706,Transport,Stationery,9,83.8,55.8,144.5,1,2848.0,4.3,0,12,Medium,Warning,Lifestyle
4865,Food,Snack_Bar,8,10.7,51.7,141.3,16,3877.0,16.2,0,11,Medium,Safe,Lifestyle
3809,Study,Bookshop,10,21.1,111.0,136.4,11,3997.0,23.0,1,20,High,Safe,Lifestyle
3753,Study,Stationery,3,80.6,14.2,137.4,6,3835.0,7.1,1,17,Low,Warning,Lifestyle
1653,Food,Canteen,7,5.1,127.0,135.8,20,3014.0,25.5,0,7,High,Safe,Lifestyle
3556,Food,Canteen,11,31.8,87.8,124.8,18,3113.0,10.0,0,16,High,Warning,Lifestyle
715,Entertainment,Stationery,10,60.5,61.9,107.3,6,3157.0,5.7,1,18,Medium,Warning,Leakage
238,Food,Pharmacy,2,61.6,85.4,13.4,17,3519.0,14.0,1,9,High,Safe,Lifestyle
3542,Entertainment,Stationery,4,78.8,24.7,28.5,12,3831.0,26.3,1,6,Low,Safe,Survival
1086,Entertainment,Stationery,6,53.1,71.7,28.8,17,2060.0,2.1,1,7,Medium,Critical,Survival
3044,Other,Snack_Bar,11,53.4,128.2,13.3,21,1958.0,9.8,0,19,High,Warning,Lifestyle
2404,Study,Canteen,5,73.9,38.2,26.3,22,2112.0,19.6,0,16,Low,Safe,Survival
1298,Study,Canteen,9,52.4,96.7,138.8,18,2809.0,10.7,1,16,High,Safe,Lifestyle
2023,Study,Bookshop,10,62.8,62.2,102.9,10,3214.0,2.1,0,22,Medium,Critical,Survival
3401,Other,Stationery,4,90.3,88.3,53.7,24,3547.0,10.0,0,22,High,Warning,Lifestyle
3355,Entertainment,Stationery,5,43.1,34.6,121.1,20,2097.0,24.6,1,7,Low,Safe,Lifestyle
3293,Entertainment,Pharmacy,4,41.6,66.5,78.4,12,1772.0,29.0,0,7,Medium,Safe,Survival
3730,Food,Canteen,8,5.3,127.6,29.9,4,3942.0,1.2,1,18,High,Critical,Lifestyle
3978,Other,Pharmacy,8,63.3,33.4,133.8,10,1312.0,17.1,0,11,Low,Safe,Lifestyle
3096,Food,Snack_Bar,3,7.8,86.4,57.4,30,1277.0,3.2,1,20,High,Critical,Lifestyle
3653,Other,Bookshop,1,52.9,79.1,107.8,5,3004.0,20.4,1,16,Medium,Safe,Survival
3711,Food,Pharmacy,6,81.4,77.8,50.7,26,1129.0,0.2,0,9,Medium,Critical,Survival
1188,Transport,Canteen,2,57.2,83.8,80.0,4,1898.0,0.4,1,19,Medium,Critical,Survival
4316,Study,Snack_Bar,2,30.6,70.3,124.3,27,1523.0,23.3,1,22,Medium,Safe,Lifestyle
4226,Study,Stationery,3,79.7,12.0,31.9,30,1090.0,2.2,1,13,Low,Critical,Survival
4379,Entertainment,Snack_Bar,8,30.6,118.0,146.8,16,2529.0,9.2,1,18,High,Warning,Lifestyle
1882,Transport,Pharmacy,3,74.6,109.2,19.8,5,1807.0,28.7,0,20,High,Safe,Lifestyle
4865,Study,Canteen,7,63.0,30.9,84.8,26,2118.0,29.6,1,16,Low,Safe,Survival
4163,Entertainment,Pharmacy,10,21.1,59.6,138.2,19,1186.0,4.8,0,21,Medium,Warning,Lifestyle
1133,Transport,Stationery,10,91.0,102.5,142.4,24,3188.0,16.8,0,17,High,Safe,Lifestyle
3798,Study,Stationery,9,24.1,127.6,42.5,6,1601.0,16.8,0,17,High,Safe,Lifestyle
3433,Food,Canteen,8,99.0,124.1,30.2,24,1700.0,13.6,1,11,High,Safe,Lifestyle
2180,Other,Bookshop,1,5.7,117.9,111.4,21,1383.0,27.7,0,11,High,Safe,Lifestyle
2055,Transport,Snack_Bar,7,30.0,29.0,15.9,7,2020.0,22.6,1,9,Low,Safe,Survival
3256,Entertainment,Snack_Bar,7,24.0,119.7,77.9,10,2123.0,22.9,1,6,High,Safe,Lifestyle
992,Transport,Stationery,8,6.3,115.4,121.5,7,2354.0,8.1,1,22,High,Warning,Lifestyle
991,Entertainment,Pharmacy,10,74.6,55.2,88.4,22,3886.0,13.0,0,9,Medium,Safe,Survival
2009,Transport,Pharmacy,5,70.9,57.3,36.3,14,3666.0,14.6,1,22,Medium,Safe,Survival
2455,Entertainment,Bookshop,10,80.3,65.2,78.2,28,2633.0,9.0,0,10,Medium,Warning,Survival
3810,Study,Pharmacy,9,29.4,88.7,139.0,10,636.0,2.8,1,14,High,Critical,Lifestyle
1807,Food,Snack_Bar,9,47.2,41.3,96.4,30,2643.0,3.8,1,11,Low,Critical,Survival
1184,Study,Pharmacy,8,67.6,12.8,111.0,29,814.0,5.4,0,17,Low,Warning,Survival
3876,Food,Bookshop,6,46.8,26.9,57.1,20,2986.0,6.1,1,22,Low,Warning,Survival
3580,Study,Snack_Bar,6,71.2,62.8,36.4,22,1865.0,7.3,1,15,Medium,Warning,Survival
719,Study,Pharmacy,1,65.2,43.8,45.8,25,3432.0,7.7,0,7,Low,Warning,Survival
790,Transport,Snack_Bar,6,15.9,101.7,84.6,11,3799.0,13.7,0,6,High,Safe,Leakage
1250,Other,Stationery,4,79.2,22.8,49.2,14,1960.0,15.3,0,18,Low,Safe,Survival
3833,Entertainment,Stationery,4,73.5,120.1,85.9,12,2112.0,9.3,0,6,High,Warning,Lifestyle
4644,Entertainment,Stationery,2,67.3,117.4,109.1,4,2566.0,27.2,0,18,High,Safe,Lifestyle
1159,Entertainment,Pharmacy,11,19.7,119.1,112.8,13,1190.0,16.6,1,8,High,Safe,Lifestyle
892,Food,Bookshop,4,30.5,98.8,33.1,22,3746.0,23.6,1,16,High,Safe,Lifestyle
4099,Entertainment,Snack_Bar,5,42.4,22.8,115.1,22,2015.0,27.7,0,21,Low,Safe,Lifestyle
4673,Entertainment,Canteen,5,31.6,62.6,104.2,29,1084.0,4.9,0,7,Medium,Warning,Survival
3146,Transport,Stationery,5,26.6,25.8,11.7,3,3170.0,12.8,1,22,Low,Safe,Survival
726,Study,Stationery,4,81.5,128.5,18.2,13,1267.0,13.0,0,6,High,Safe,Lifestyle
3424,Entertainment,Canteen,1,65.6,50.0,100.5,20,1002.0,10.6,1,9,Low,Safe,Survival
2453,Other,Canteen,10,58.7,80.2,63.7,19,2470.0,0.3,0,11,Medium,Critical,Survival
3544,Entertainment,Pharmacy,8,26.5,103.5,30.5,15,2850.0,24.5,1,10,High,Safe,Lifestyle
4165,Food,Snack_Bar,3,92.2,120.5,16.2,19,2493.0,3.3,1,14,High,Critical,Lifestyle
2075,Food,Stationery,2,23.2,100.7,32.3,26,2798.0,29.9,0,9,High,Safe,Lifestyle
1963,Food,Bookshop,9,80.5,90.9,144.1,28,904.0,23.2,0,10,High,Safe,Lifestyle
720,Entertainment,Pharmacy,7,96.8,65.9,111.9,20,2166.0,17.4,1,13,Medium,Safe,Leakage
1216,Transport,Pharmacy,9,74.1,82.6,83.9,29,1750.0,4.6,1,22,Medium,Warning,Survival
316,Other,Bookshop,2,99.3,21.3,141.8,4,3907.0,15.5,0,20,Low,Safe,Lifestyle
2633,Entertainment,Bookshop,9,66.8,116.1,96.7,6,674.0,7.8,0,18,High,Warning,Lifestyle
783,Transport,Bookshop,10,25.7,75.3,111.6,29,1544.0,7.6,1,20,Medium,Warning,Leakage
594,Transport,Canteen,9,24.4,14.8,49.6,15,3797.0,24.9,1,9,Low,Safe,Leakage
3988,Entertainment,Stationery,11,35.8,120.4,92.5,4,3942.0,11.4,1,13,High,Safe,Lifestyle
2968,Entertainment,Canteen,9,5.7,68.7,30.1,6,3387.0,13.5,0,19,Medium,Safe,Survival
4367,Transport,Stationery,10,69.8,114.2,66.6,2,766.0,25.3,0,6,High,Safe,Lifestyle
4060,Transport,Canteen,10,30.5,112.8,14.7,4,2465.0,2.6,0,7,High,Critical,Lifestyle
473,Transport,Snack_Bar,4,82.4,107.9,40.3,18,1900.0,17.8,0,8,High,Safe,Lifestyle
2213,Entertainment,Stationery,10,39.1,17.4,20.5,15,3323.0,17.3,0,21,Low,Safe,Survival
4633,Transport,Pharmacy,3,50.6,39.6,64.3,12,693.0,12.8,1,8,Low,Safe,Survival
1589,Food,Stationery,6,96.7,115.1,128.0,8,1190.0,24.9,1,11,High,Safe,Lifestyle
3766,Entertainment,Stationery,3,28.0,117.9,62.9,12,2212.0,28.3,0,13,High,Safe,Lifestyle
4902,Food,Stationery,11,73.5,65.0,126.4,9,1052.0,14.0,1,17,Medium,Safe,Lifestyle
365,Study,Snack_Bar,9,76.7,62.8,101.9,7,2925.0,13.7,1,10,Medium,Safe,Leakage
1767,Entertainment,Canteen,3,26.0,31.0,81.3,22,3373.0,15.1,1,10,Low,Safe,Survival
928,Study,Pharmacy,2,52.6,126.2,43.2,8,2966.0,21.7,1,8,High,Safe,Lifestyle
2243,Transport,Canteen,8,38.3,35.6,139.1,20,2041.0,20.0,1,9,Low,Safe,Lifestyle
4397,Transport,Canteen,6,78.3,32.9,17.6,10,3574.0,6.7,0,10,Low,Warning,Survival
3696,Other,Bookshop,8,64.1,89.3,106.4,11,982.0,1.9,1,8,High,Critical,Lifestyle
978,Transport,Snack_Bar,7,50.2,39.1,97.0,2,1411.0,28.5,0,15,Low,Safe,Survival
413,Study,Bookshop,3,79.0,122.7,71.7,30,2213.0,7.8,0,13,High,Warning,Lifestyle
3962,Transport,Snack_Bar,8,27.3,11.3,43.6,4,715.0,19.2,1,11,Low,Safe,Survival
1776,Entertainment,Canteen,10,76.6,10.7,70.3,21,835.0,24.9,1,12,Low,Safe,Survival
2648,Transport,Canteen,1,87.2,70.6,132.2,25,1891.0,9.0,1,11,Medium,Warning,Lifestyle
3136,Other,Snack_Bar,1,88.5,68.6,127.1,21,3804.0,19.1,1,18,Medium,Safe,Lifestyle
3317,Transport,Canteen,10,79.4,29.6,141.8,25,3679.0,3.2,0,18,Low,Critical,Lifestyle
791,Study,Canteen,8,43.8,69.3,53.1,9,2131.0,29.1,1,10,Medium,Safe,Leakage
2920,Study,Pharmacy,9,98.3,59.4,64.2,8,998.0,1.7,0,11,Medium,Critical,Survival
913,Transport,Bookshop,10,41.1,116.8,12.6,5,1123.0,13.1,0,15,High,Safe,Lifestyle
1135,Study,Bookshop,6,65.7,11.1,142.0,14,1821.0,16.1,1,15,Low,Safe,Lifestyle
4537,Study,Bookshop,5,20.3,127.2,56.1,28,1235.0,23.7,0,21,High,Safe,Lifestyle
201,Other,Stationery,2,98.1,84.9,66.6,2,790.0,3.6,0,8,Medium,Critical,Survival
